n_abus,E_abu_mission_kwh,E_abu_total_kwh,m_abu_batt_kg,m_abu_struct_kg,m_abu_integ_kg,m_rot_hub_kg,m_abu_total_all_kg,P_cruise_attach_kw,P_cruise_post_kw,baseline_cruise_energy_kwh,E_cruise_attach_kwh,E_abu_used_kwh,E_saved_kwh,t_attached_until_depletion_s,t_attached_effective_s,extra_time_s,total_extended_time_s,range_attached_mi,extra_range_mi,total_extended_range_mi,overcapacity,full_coverage_flag
1.000000,5.000000,17.000000,103.642737,20.728547,5.182137,8.237033,137.790454,272.549677,263.645439,30.978339,5.000000,5.000000,4.836649,66.043006,66.043006,66.043006,132.086013,2.753597,2.753597,5.507193,0.000000,0.000000
1.000000,10.000000,22.000000,134.125895,26.825179,6.706295,8.514497,176.171866,275.082192,263.645439,30.978339,10.000000,10.000000,9.584242,130.869976,130.869976,130.869976,261.739953,5.456492,5.456492,10.912984,0.000000,0.000000
1.000000,15.000000,27.000000,164.609053,32.921811,8.230453,8.591329,214.352646,277.624057,263.645439,30.978339,15.000000,15.000000,14.244737,194.507639,194.507639,194.507639,389.015279,8.109800,8.109800,16.219601,0.000000,0.000000
1.000000,20.000000,32.000000,195.092212,39.018442,9.754611,8.667567,252.532832,280.188410,263.645439,30.978339,20.000000,20.000000,18.819154,256.969944,256.969944,256.969944,513.939887,10.714103,10.714103,21.428207,0.000000,0.000000
1.000000,25.000000,37.000000,225.575370,45.115074,11.278768,8.743615,290.712827,282.775278,263.645439,30.978339,25.000000,25.000000,23.308742,318.273933,318.273933,318.273933,636.547866,13.270111,13.270111,26.540223,0.000000,0.000000
1.000000,30.000000,42.000000,256.058528,51.211706,12.802926,8.819477,328.892637,285.384661,263.645439,30.978339,30.000000,30.000000,27.714745,378.436597,378.436597,378.436597,756.873195,15.778533,15.778533,31.557067,0.000000,0.000000
1.000000,35.000000,47.000000,286.541686,57.308337,14.327084,8.895155,367.072262,288.016558,263.645439,30.978339,33.841946,33.841946,30.978339,437.474848,423.000000,423.000000,846.000000,17.636560,17.636560,35.273119,1.000000,1.000000
1.000000,40.000000,52.000000,317.024844,63.404969,15.851242,8.970651,405.251706,290.670970,263.645439,30.978339,34.153839,34.153839,30.978339,495.405510,423.000000,423.000000,846.000000,17.636560,17.636560,35.273119,1.000000,1.000000
1.000000,45.000000,57.000000,347.508002,69.501600,17.375400,9.045968,443.430971,293.347895,263.645439,30.978339,34.468378,34.468378,30.978339,552.245312,423.000000,423.000000,846.000000,17.636560,17.636560,35.273119,1.000000,1.000000
1.000000,50.000000,62.000000,377.991160,75.598232,18.899558,9.121109,481.610058,296.047335,263.645439,30.978339,34.785562,34.785562,30.978339,608.010877,423.000000,423.000000,846.000000,17.636560,17.636560,35.273119,1.000000,1.000000
