n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,t_takeoff_attach_hr,t_return_takeoff_abu_hr,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_cruise_attach_hr,t_cruise_attach_start_hr,t_return_cruise_abu_hr,t_flight_hr,t_charge_hr_main,t_charge_hr_takeoff_abu,t_charge_hr_cruise_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_takeoff_abu_day_hr,t_wait_cruise_abu_day_hr,abu_utilization_avg_takeoff,abu_utilization_avg_cruise,abu_bottleneck_takeoff_flag,abu_bottleneck_cruise_flag,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
1.000000,2.000000,5.000000,50.941731,30.345734,0.595695,0.404305,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,5.000000,4.838722,12.000000,17.000000,0.000000,1.000000,0.019075,0.065000,0.362414,0.247500,0.543399,0.313453,0.276800,1.074199,22.000000,23.000000,5.692500,0.000000,0.000000,0.000000,0.499027,0.346576,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,10.000000,50.941731,25.594416,0.502425,0.497575,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,10.000000,9.590039,12.000000,22.000000,0.000000,1.000000,0.037806,0.065000,0.320520,0.247500,0.499909,0.313453,0.348178,1.030709,23.000000,24.000000,5.940000,0.000000,0.000000,0.000000,0.520724,0.385752,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,15.000000,50.941731,20.929335,0.410849,0.589151,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,15.000000,14.255120,12.000000,27.000000,0.000000,1.000000,0.056196,0.065000,0.279387,0.247500,0.457208,0.313453,0.417592,0.988008,24.000000,25.000000,6.187500,0.000000,0.000000,0.000000,0.542421,0.426133,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,20.000000,50.941731,16.349320,0.320942,0.679058,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,20.000000,18.835135,12.000000,32.000000,0.000000,1.000000,0.074252,0.065000,0.239003,0.247500,0.415285,0.313453,0.485428,0.946085,25.000000,26.000000,6.435000,0.000000,0.000000,0.000000,0.564118,0.467828,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,25.000000,50.941731,11.853202,0.232682,0.767318,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,25.000000,23.331253,12.000000,37.000000,0.000000,1.000000,0.091976,0.065000,0.199359,0.247500,0.374131,0.313453,0.551949,0.904931,26.000000,27.000000,6.682500,0.000000,0.000000,0.000000,0.585814,0.510910,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,30.000000,50.941731,7.439814,0.146046,0.853954,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,30.000000,27.744641,12.000000,42.000000,0.000000,1.000000,0.109374,0.065000,0.160445,0.247500,0.262073,0.313453,0.617344,0.792873,30.000000,30.000000,7.425000,0.213812,0.000000,0.000000,0.650905,0.595102,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,35.000000,50.941731,5.378625,0.105584,0.894416,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,32.522412,29.805830,12.000000,47.000000,0.052715,0.947285,0.117500,0.065000,0.142271,0.247500,0.189466,0.313453,0.659080,0.720266,33.000000,33.000000,8.167500,0.231221,0.000000,0.000000,0.715995,0.676397,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,40.000000,50.941731,5.378625,0.105584,0.894416,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,32.818674,29.805830,12.000000,52.000000,0.138102,0.861898,0.117500,0.065000,0.142271,0.247500,0.189466,0.313453,0.679569,0.720266,33.000000,33.000000,8.167500,0.231221,0.000000,0.000000,0.715995,0.690484,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,45.000000,50.941731,5.378625,0.105584,0.894416,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,33.117529,29.805830,12.000000,57.000000,0.208464,0.791536,0.117500,0.065000,0.142271,0.247500,0.189466,0.313453,0.699304,0.720266,33.000000,33.000000,8.167500,0.231221,0.000000,0.000000,0.715995,0.704052,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,2.000000,50.000000,50.941731,5.378625,0.105584,0.894416,1.000000,0.800000,12.747102,6.000000,21.000000,0.107281,0.892719,0.065000,0.142271,33.418975,29.805830,12.000000,62.000000,0.267436,0.732564,0.117500,0.065000,0.142271,0.247500,0.189466,0.313453,0.718359,0.720266,33.000000,33.000000,8.167500,0.231221,0.000000,0.000000,0.715995,0.717151,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
