daily_operation_hr,n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
8.000000,1.000000,5.000000,17.000000,5.000000,4.675136,29.536718,44.176015,17.000000,0.668614,1.000000,0.331386,0.000000,1.000000,0.233333,0.028121,0.359165,0.511493,0.276800,1.028126,7.000000,8.000000,1.866667,0.000000,0.000000,0.703253,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,10.000000,22.000000,10.000000,9.190046,25.021808,44.176015,22.000000,0.566412,1.000000,0.433588,0.000000,1.000000,0.233333,0.055279,0.298423,0.470166,0.348178,0.986799,8.000000,8.000000,1.866667,0.105604,0.000000,0.741046,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,15.000000,27.000000,15.000000,13.554368,20.657487,44.176015,27.000000,0.467618,1.000000,0.532382,0.000000,1.000000,0.233333,0.081530,0.239707,0.430218,0.417592,0.946851,8.000000,9.000000,2.100000,0.000000,0.000000,0.875246,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,20.000000,32.000000,20.000000,17.771405,16.440449,44.176015,32.000000,0.372158,1.000000,0.627842,0.000000,1.000000,0.233333,0.106896,0.182973,0.391618,0.485428,0.908252,8.000000,9.000000,2.100000,0.000000,0.000000,0.916271,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,25.000000,37.000000,25.000000,21.845826,12.366028,44.176015,37.000000,0.279926,1.000000,0.720074,0.000000,1.000000,0.233333,0.131404,0.128157,0.354324,0.551949,0.870957,9.000000,9.000000,2.100000,0.161386,0.000000,0.957011,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,30.000000,42.000000,29.984303,25.768693,8.443161,44.176015,42.000000,0.191125,0.999626,0.808875,0.000374,1.000000,0.233333,0.155000,0.075380,0.307717,0.617201,0.824350,9.000000,9.000000,2.100000,0.081674,0.499175,0.997590,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,35.000000,47.000000,30.485291,25.768693,8.443161,44.176015,47.000000,0.191125,0.903942,0.808875,0.096058,1.000000,0.233333,0.155000,0.075380,0.307717,0.640433,0.824350,9.000000,9.000000,2.100000,0.000000,0.685037,1.023727,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,40.000000,52.000000,30.992229,25.768693,8.443161,44.176015,52.000000,0.191125,0.826774,0.808875,0.173226,1.000000,0.233333,0.155000,0.075380,0.307717,0.662851,0.824350,9.000000,9.000000,2.100000,0.000000,0.864382,1.048948,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,45.000000,57.000000,31.505117,25.768693,8.443161,44.176015,57.000000,0.191125,0.763248,0.808875,0.236752,1.000000,0.233333,0.155000,0.075380,0.307717,0.684545,0.824350,9.000000,9.000000,2.100000,0.000000,1.037934,1.073353,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,50.000000,62.000000,32.023954,25.768693,8.443161,44.176015,62.000000,0.191125,0.710064,0.808875,0.289936,1.000000,0.233333,0.155000,0.075380,0.307717,0.705590,0.824350,9.000000,8.000000,1.866667,0.349697,1.055502,0.975136,1.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,5.000000,17.000000,5.000000,4.675136,29.536718,44.176015,17.000000,0.668614,1.000000,0.331386,0.000000,1.000000,0.233333,0.028121,0.359165,0.511493,0.276800,1.028126,7.000000,8.000000,1.866667,0.000000,0.000000,0.351627,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,10.000000,22.000000,10.000000,9.190046,25.021808,44.176015,22.000000,0.566412,1.000000,0.433588,0.000000,1.000000,0.233333,0.055279,0.298423,0.470166,0.348178,0.986799,8.000000,8.000000,1.866667,0.105604,0.000000,0.370523,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,15.000000,27.000000,15.000000,13.554368,20.657487,44.176015,27.000000,0.467618,1.000000,0.532382,0.000000,1.000000,0.233333,0.081530,0.239707,0.430218,0.417592,0.946851,8.000000,9.000000,2.100000,0.000000,0.000000,0.437623,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,20.000000,32.000000,20.000000,17.771405,16.440449,44.176015,32.000000,0.372158,1.000000,0.627842,0.000000,1.000000,0.233333,0.106896,0.182973,0.391618,0.485428,0.908252,8.000000,9.000000,2.100000,0.000000,0.000000,0.458136,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,25.000000,37.000000,25.000000,21.845826,12.366028,44.176015,37.000000,0.279926,1.000000,0.720074,0.000000,1.000000,0.233333,0.131404,0.128157,0.354324,0.551949,0.870957,9.000000,9.000000,2.100000,0.161386,0.000000,0.478505,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,30.000000,42.000000,29.984303,25.768693,8.443161,44.176015,42.000000,0.191125,0.999626,0.808875,0.000374,1.000000,0.233333,0.155000,0.075380,0.307717,0.617201,0.824350,9.000000,10.000000,2.333333,0.000000,0.000000,0.554217,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,35.000000,47.000000,30.485291,25.768693,8.443161,44.176015,47.000000,0.191125,0.903942,0.808875,0.096058,1.000000,0.233333,0.155000,0.075380,0.307717,0.640433,0.824350,9.000000,10.000000,2.333333,0.000000,0.000000,0.568737,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,40.000000,52.000000,30.992229,25.768693,8.443161,44.176015,52.000000,0.191125,0.826774,0.808875,0.173226,1.000000,0.233333,0.155000,0.075380,0.307717,0.662851,0.824350,9.000000,10.000000,2.333333,0.000000,0.000000,0.582749,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,45.000000,57.000000,31.505117,25.768693,8.443161,44.176015,57.000000,0.191125,0.763248,0.808875,0.236752,1.000000,0.233333,0.155000,0.075380,0.307717,0.684545,0.824350,9.000000,10.000000,2.333333,0.000000,0.000000,0.596307,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,50.000000,62.000000,32.023954,25.768693,8.443161,44.176015,62.000000,0.191125,0.710064,0.808875,0.289936,1.000000,0.233333,0.155000,0.075380,0.307717,0.705590,0.824350,9.000000,10.000000,2.333333,0.000000,0.000000,0.609460,0.000000,109.250000,109.250000,charger_limited,charger_limited
