daily_operation_hr,n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,t_takeoff_attach_hr,t_return_takeoff_abu_hr,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_cruise_attach_hr,t_cruise_attach_start_hr,t_return_cruise_abu_hr,t_flight_hr,t_charge_hr_main,t_charge_hr_takeoff_abu,t_charge_hr_cruise_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_takeoff_abu_day_hr,t_wait_cruise_abu_day_hr,abu_utilization_avg_takeoff,abu_utilization_avg_cruise,abu_bottleneck_takeoff_flag,abu_bottleneck_cruise_flag,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
8.000000,1.000000,2.000000,5.000000,37.280371,22.642463,0.607356,0.392644,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,5.000000,4.673747,12.000000,17.000000,0.000000,1.000000,0.028654,0.039167,0.357973,0.233333,0.421659,0.260281,0.276800,0.938292,8.000000,9.000000,2.100000,0.000000,0.000000,0.000000,0.421681,0.395209,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,10.000000,37.280371,18.125506,0.486194,0.513806,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,10.000000,9.190704,12.000000,22.000000,0.000000,1.000000,0.056347,0.039167,0.296034,0.233333,0.380314,0.260281,0.348178,0.896947,8.000000,9.000000,2.100000,0.000000,0.000000,0.000000,0.421681,0.416095,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,15.000000,37.280371,13.760429,0.369107,0.630893,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,15.000000,13.555782,12.000000,27.000000,0.000000,1.000000,0.083109,0.039167,0.236177,0.233333,0.340359,0.260281,0.417592,0.856992,9.000000,10.000000,2.333333,0.000000,0.000000,0.000000,0.468535,0.485028,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,20.000000,37.280371,9.542455,0.255965,0.744035,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,20.000000,17.773755,12.000000,32.000000,0.000000,1.000000,0.108968,0.039167,0.178337,0.233333,0.301750,0.260281,0.485428,0.818384,9.000000,10.000000,2.333333,0.000000,0.000000,0.000000,0.468535,0.507438,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,25.000000,37.280371,5.466939,0.146644,0.853356,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,25.000000,21.849271,12.000000,37.000000,0.000000,1.000000,0.133955,0.039167,0.122451,0.233333,0.207247,0.260281,0.551949,0.723880,11.000000,11.000000,2.566667,0.037320,0.000000,0.000000,0.515388,0.582671,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,30.000000,37.280371,2.034292,0.054567,0.945433,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,29.412577,25.281919,12.000000,42.000000,0.013986,0.986014,0.155000,0.039167,0.075380,0.233333,0.077118,0.260281,0.611967,0.593751,13.000000,14.000000,3.266667,0.000000,0.000000,0.000000,0.655949,0.771325,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,35.000000,37.280371,2.034292,0.054567,0.945433,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,29.903390,25.281919,12.000000,47.000000,0.108439,0.891561,0.155000,0.039167,0.075380,0.233333,0.077118,0.260281,0.635107,0.593751,13.000000,14.000000,3.266667,0.000000,0.000000,0.000000,0.655949,0.791572,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,40.000000,37.280371,2.034292,0.054567,0.945433,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,30.400085,25.281919,12.000000,52.000000,0.184614,0.815386,0.155000,0.039167,0.075380,0.233333,0.077118,0.260281,0.657431,0.593751,13.000000,14.000000,3.266667,0.000000,0.000000,0.000000,0.655949,0.811106,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,45.000000,37.280371,2.034292,0.054567,0.945433,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,30.902661,25.281919,12.000000,57.000000,0.247322,0.752678,0.155000,0.039167,0.075380,0.233333,0.077118,0.260281,0.679031,0.593751,13.000000,14.000000,3.266667,0.000000,0.000000,0.000000,0.655949,0.830005,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,50.000000,37.280371,2.034292,0.054567,0.945433,1.000000,0.800000,6.938058,6.000000,21.000000,0.383902,0.616098,0.039167,0.075380,31.411118,25.281919,12.000000,62.000000,0.299821,0.700179,0.155000,0.039167,0.075380,0.233333,0.077118,0.260281,0.699980,0.593751,13.000000,14.000000,3.266667,0.000000,0.000000,0.000000,0.655949,0.848336,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
