n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.057504,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.433333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.716633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,2.077082,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,2.077082,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,2.134586,abu_detach
1.000000,5.000000,aircraft,,2.000000,2.510415,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,2.793715,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,4.154164,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,4.154164,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,4.211668,abu_detach
1.000000,5.000000,aircraft,,3.000000,4.587497,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,4.870797,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,6.231246,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,6.231246,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,6.288749,abu_detach
1.000000,5.000000,aircraft,,4.000000,6.664579,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,6.947879,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,8.308328,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,8.308328,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,8.365831,abu_detach
1.000000,5.000000,aircraft,,5.000000,8.741661,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,9.024961,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,10.385409,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,10.385409,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,10.442913,abu_detach
1.000000,5.000000,aircraft,,6.000000,10.818743,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,11.102043,aircraft_ground_ops_done
