n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
2.000000,5.000000,17.000000,5.000000,4.838632,95.017582,115.613489,17.000000,0.821856,1.000000,0.178144,0.000000,1.000000,0.447500,0.018725,0.810530,1.314893,0.276800,2.045693,11.000000,12.000000,5.370000,0.000000,0.000000,0.292764,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,10.000000,22.000000,10.000000,9.589214,90.267000,115.613489,22.000000,0.780765,1.000000,0.219235,0.000000,1.000000,0.447500,0.037110,0.769410,1.271410,0.348178,2.002210,11.000000,12.000000,5.370000,0.000000,0.000000,0.304924,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,15.000000,27.000000,15.000000,14.253635,85.602579,115.613489,27.000000,0.740420,1.000000,0.259580,0.000000,1.000000,0.447500,0.055161,0.729035,1.228715,0.417592,1.959515,12.000000,13.000000,5.817500,0.000000,0.000000,0.343088,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,20.000000,32.000000,20.000000,18.832862,81.023352,115.613489,32.000000,0.700812,1.000000,0.299188,0.000000,1.000000,0.447500,0.072883,0.689398,1.186799,0.485428,1.917599,12.000000,13.000000,5.817500,0.000000,0.000000,0.355525,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,25.000000,37.000000,25.000000,23.328088,76.528126,115.613489,37.000000,0.661931,1.000000,0.338069,0.000000,1.000000,0.447500,0.090279,0.650488,1.145653,0.551949,1.876453,12.000000,13.000000,5.817500,0.000000,0.000000,0.367715,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,30.000000,42.000000,30.000000,27.740503,72.115711,115.613489,42.000000,0.623766,1.000000,0.376234,0.000000,1.000000,0.447500,0.107355,0.612295,1.105265,0.617344,1.836065,13.000000,13.000000,5.817500,0.131155,0.000000,0.379707,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,35.000000,47.000000,35.000000,32.071296,67.784918,115.613489,47.000000,0.586306,1.000000,0.413694,0.000000,1.000000,0.447500,0.124115,0.574808,1.065624,0.681758,1.796424,13.000000,14.000000,6.265000,0.000000,0.000000,0.421657,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,40.000000,52.000000,40.000000,36.321649,63.534565,115.613489,52.000000,0.549543,1.000000,0.450457,0.000000,1.000000,0.447500,0.140564,0.538018,1.026719,0.745302,1.757519,13.000000,14.000000,6.265000,0.000000,0.000000,0.434258,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,45.000000,57.000000,45.000000,40.492741,59.363473,115.613489,57.000000,0.513465,1.000000,0.486535,0.000000,1.000000,0.447500,0.156706,0.501914,0.988540,0.808068,1.719340,13.000000,14.000000,6.265000,0.000000,0.000000,0.446742,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,50.000000,62.000000,50.000000,44.585744,55.270470,115.613489,62.000000,0.478062,1.000000,0.521938,0.000000,1.000000,0.447500,0.172546,0.466485,0.951075,0.870130,1.681875,14.000000,15.000000,6.712500,0.000000,0.000000,0.491925,0.000000,109.250000,109.250000,charger_limited,charger_limited
