daily_operation_hr,n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
8.000000,1.000000,5.000000,17.000000,5.000000,4.816120,110.875333,131.039713,17.000000,0.846120,1.000000,0.153880,0.000000,1.000000,0.433333,0.016312,0.832912,1.493071,0.276800,2.209704,3.000000,4.000000,1.733333,0.000000,0.000000,0.582595,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,10.000000,22.000000,10.000000,9.540571,106.150882,131.039713,22.000000,0.810067,1.000000,0.189933,0.000000,1.000000,0.433333,0.032313,0.797122,1.449827,0.348178,2.166460,3.000000,4.000000,1.733333,0.000000,0.000000,0.608390,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,15.000000,27.000000,15.000000,14.176934,101.514519,131.039713,27.000000,0.774685,1.000000,0.225315,0.000000,1.000000,0.433333,0.048017,0.761999,1.407389,0.417592,2.124022,3.000000,4.000000,1.733333,0.000000,0.000000,0.633387,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,20.000000,32.000000,20.000000,18.726042,96.965411,131.039713,32.000000,0.739970,1.000000,0.260030,0.000000,1.000000,0.433333,0.063424,0.727537,1.365749,0.485428,2.082383,3.000000,4.000000,1.733333,0.000000,0.000000,0.657778,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,25.000000,37.000000,25.000000,23.189372,92.502081,131.039713,37.000000,0.705909,1.000000,0.294091,0.000000,1.000000,0.433333,0.078541,0.693725,1.324895,0.551949,2.041528,3.000000,4.000000,1.733333,0.000000,0.000000,0.681691,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,30.000000,42.000000,30.000000,27.568389,88.123064,131.039713,42.000000,0.672491,1.000000,0.327509,0.000000,1.000000,0.433333,0.093373,0.660552,1.284812,0.617344,2.001446,3.000000,4.000000,1.733333,0.000000,0.000000,0.705218,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,35.000000,47.000000,35.000000,31.864539,83.826914,131.039713,47.000000,0.639706,1.000000,0.360294,0.000000,1.000000,0.433333,0.107924,0.628007,1.245488,0.681758,1.962122,4.000000,4.000000,1.733333,0.151513,0.000000,0.728428,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,40.000000,52.000000,40.000000,36.079246,79.612207,131.039713,52.000000,0.607543,1.000000,0.392457,0.000000,1.000000,0.433333,0.122199,0.596078,1.206910,0.745302,1.923543,4.000000,4.000000,1.733333,0.305827,0.000000,0.751373,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,45.000000,57.000000,45.000000,40.213917,75.477536,131.039713,57.000000,0.575990,1.000000,0.424010,0.000000,1.000000,0.433333,0.136203,0.564756,1.169064,0.808068,1.885697,4.000000,5.000000,2.166667,0.000000,0.000000,0.967621,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,50.000000,62.000000,50.000000,44.269937,71.421516,131.039713,62.000000,0.545037,1.000000,0.454963,0.000000,1.000000,0.433333,0.149940,0.534030,1.131938,0.870130,1.848571,4.000000,5.000000,2.166667,0.000000,0.000000,0.995792,0.000000,109.250000,109.250000,charger_limited,charger_limited
